51,Resurrection of Evil,06/16/1981,"General   Rieekan  receives word from  Rebel  spies that the  Galactic Empire  is constructing a new superweapon known as the  Tarkin . Realizing the danger the new weapon poses, Rieekan sends for the group of Rebels who survived the original  Death Star ,  Luke Skywalker ,  Leia Organa ,  Chewbacca , and the  droids   C-3PO  and  R2-D2 . The three Rebels and two droids are sent to the planet  Hockaleg  in the  Patriim system  in order to infiltrate an Imperial construction crew and make their way on board the  Tarkin . However,  Darth Vader  observes as the Rebels arrive in the giant weapon, and sets events in motion to capture his long sought after adversary, Luke Skywalker. But little does the Dark Lord know that some of his own men are secretly plotting against him due to his vicious punishments imposed against their fellow Imperial officers."
52,To Take The Tarkin,07/21/1981,"The  Rebels   Luke Skywalker ,  Leia Organa , and  Chewbacca  along with the  droids   C-3PO  and  R2-D2  have infiltrated the Imperial  superweapon   Tarkin  with the intention of sabotaging it. While they are carrying out their plan,  Darth Vader  is arranging a confrontation with Luke, but a group of Imperial officers led by  General   Biel , are planning to destroy the Sith Lord. The officers' plan fails, but Vader decides to focus on capturing the Rebels and deal with the insurgents later."
53,The Last Gift From Alderaan!,08/18/1981,"Princess   Leia Organa  and  Captain   Chedaki  pilot a  blockade runner  to investigate Imperial activity in the  Shiva system , but as the two are entering a shuttle to go down to the planet  Shiva IV , the ship is damaged by a  space mine . Chedaki is killed in the explosion and Leia is forced to launch the damaged shuttle in order to protect the ship and the rest of the crew from harm. The shuttle crashes on Shiva IV and Leia is immediately attacked by a savage raiding party. A group of natives led by  Aron Peacebringer  and  Kéral Longknife  repel the raiders and rescue the princess. Leia returns to the capital  Illyriaqüm  with Aron, and tries to warn him of the danger that the Galactic Empire poses, but the warlord is not convinced that such an empire exists. But during a gala of  Calian  nobility, Aron and Leia are both secretly captured by Imperial  stormtroopers  and brought before  General   Sk'ar  as prisoners."
54,Starfire Rising,09/22/1981,"On the planet  Shiva IV ,  General   Sk'ar  captures  Aron Peacebringer  and  Princess   Leia . As the two heroes struggle against their bonds, Aron discovers that his own protégé,  Ygal Delois , has turned traitor and joined forces with Sk'ar. Delois describes the General's plan to wipe out the  Calian Confederacy  with an anti-matter bomb. Sk'ar orders Aron and Leia moved to a holding cell. Once there, Leia turns against the guard and kills him. Aron breaks free of his own bonds and the two sneak out of the containment block and steal an air-ship."
55,Plif!,10/20/1981,"Princess   Leia Organa  leads a survey team to the forest  planet  known as  Arbra . It is her hope to establish a permanent  Rebel Alliance  base of operations after having been forced to evacuate their previous outpost on  Hoth . Leia's crew discover that the woods are inhabited by small, telepathic, rodent-like creatures known as  Hoojibs . The Hoojibs feed off electricity, so during the evening, they scamper around the survey camp, draining all of the power away from the Rebels' equipment and weaponry. The following morning, Princess Leia encounters a Hoojib named  Plif —the  spokesmind  for the entire Hoojib population. Plif explains that the Hoojibs thrive off electrical radiation and that they typically feed from a trove of geothermal crystals located in a nearby cave. However, they had recently been forced to abandon the cave due to the presence of a large, flying creature known as a  Slivilith . Leia agrees to help Plif oust the Slivilith so that the Hoojibs can regain their food source and stop draining resources from the rebels."
56,Coffin in the Clouds,11/24/1981,"Lando Calrissian  returns to  Cloud City  only to find that it appears to have been completely abandoned. He soon discovers Imperial  bombtroopers  arriving to disarm a series of bombs left behind by disgruntled  Ugnaught  workers. The Imperials attempt to disarm the first one they find, a  talking bomb , and the bomb itself appears to be helping them, but instead tricks them into arming the explosive mechanism rather than disarming it. The charge explodes, leaving  Captain   Hugo Treece , the acting governor of Cloud City, the only surviving Imperial. Calrissian and Treece agree to a truce in order to recover  Lobot , who was critically damaged by the Ugnaughts, and have him deactivate the remaining bombs left on Cloud City before the entire city is destroyed. Their plan works, but as soon as the rest of the bombs are disarmed Treece turns on Lando and shoves him through the railing bordering Cloud City, where he falls towards the planet  Bespin  below."
57,"Hello, Bespin, Good-bye!",12/15/1981,"The  Imperial  administrator of  Cloud City ,  Captain   Hugo Treece , kicks  Lando Calrissian  off of the edge of the city's rotunda. Lando begins falling through the  tibanna  gas clouds—to his death. His former aide,  Lobot , dons a  life-jet  and dives off of the edge of Cloud City to retrieve his friend. He catches up to Lando and brings him safely down to the artificial marsh islet of  Ugnorgrad —city of the  Ugnaughts ."
58,Sundown!,01/19/1982,"Luke Skywalker ,  Lando Calrissian , and  Chewbacca  blast off of the planet  Arbra  in the  Millennium Falcon . They enter  hyperspace  en route to meet a seedy merchant named  Orion Ferret  at a space station known as  Bazarre ."
59,Bazarre,02/16/1982,"Lando Calrissian  and  Luke Skywalker  arrive at the gigantic merchant station known as  Bazarre , where they meet with a shifty administrator named  Orion Ferret . Lando has dealt with Ferret in the past and does not trust him. However, they need Ferret's connections in order to secure a purchase of four black-market  Imperial   TIE fighters . After receiving his payment, Ferret lends Luke and Lando a small shuttle-craft programmed with coordinates for a planet known as  Patch-4 . Patch-4 is a garbage world, and it is here that the TIE fighters have been secreted. Luke and Lando leave  Chewbacca  on Bazarre while they fly the shuttle to the planet of trash."
60,Shira's Story,03/16/1982,"Members of  Rogue Squadron  pilot four  TIE fighter  ships and infiltrate the  Imperial  outpost on the planet,  Spindrift . Swooping down, they begin strafing the command towers. An Imperial  Major  and his underling,  Gerdy , attempt to flee in a  sub-ter rover  transport. They manage to get halfway across a suspension bridge, when one of the TIE fighters destroys the end of the bridge. Gerdy and the Major have no choice but to surrender. They are shocked to discover that the pilots of the TIE fighters are none other than the  Rebel Alliance  officers,  Luke Skywalker ,  Captain   Thorben ,  Shira Brie ,  Gemmer  and  Wald . After securing the base, Captain Thorben retrieves a set of route coordinates for a new Imperial armada. Rogue Squadron then returns to the Rebel base on the planet,  Arbra ."
61,Screams in the Void,04/13/1982,"An  Imperial  armada led by  Admiral   Mils Giel 's  flagship  is transporting a captured  Teezl  to the Imperial capital. The Empire intends to use the Teezl's special communication abilities to allow instantaneous communication between Imperials throughout the galaxy. The  Rebel Alliance  knows about their plans and have devised a scheme to foil them, using specially modified  TIE fighters  to attack the Imperial armada."
62,Pariah!,05/18/1982,"The news of  Shira Brie's  death reverberates throughout  Salvation .  Luke Skywalker  is beside himself with grief and feels as if  the Force  has betrayed him, in allowing him to open fire on Shira's fighter. The  Rebel Alliance  personnel at the base look down upon Luke for his poor misjudgment. One of them, a belligerent soldier named  Milo Fourstar  accuses Luke of deliberately killing Shira because she rejected his amorous advances."
63,The Mind Spider,06/15/1982,"On the planet  Shalyvane ,  Luke Skywalker ,  Chewbacca  and the  Em'liy  known as  G'hinji  stand before the visage of  Darth Vader . They immediately go on the defensive until they realize that the image of Vader is merely a holographic recording. Vader tells Luke that his late friend, the  Rebel   pilot  known as  Shira Brie  was actually an  Imperial  spy. Luke can't believe his ears. The holographic emitter explodes after delivering Vader's haunting message. Unsatisfied with the revelation, Luke and Chewbacca decide to go to the databank vault located on  Krake's Planet ."
64,Serphidian Eyes,07/13/1982,"Princess   Leia Organa  learns that the monarch of  Serphidi ,  King   S'Shah , is entering into talks with the  Galactic Empire  to establish an Imperial base on their planet. She sends  Luke Skywalker ,  Cinda Tarheel  and  Berl  to Serphidi on an information-gathering expedition."
65,Golrath Never Forgets,08/17/1982,"Luke Skywalker  is placed on trial for the negligent death of  Captain   Shira Brie . A small judges panel, presided over by  Princess   Leia ,  General   Rieekan  and General  Duron Veertag  examine the evidence of the past several days and conclude that Skywalker is innocent of all charges. He is reinstated into the fleet at the rank of  commander  once again."
66,The Water Bandits,09/14/1982,"Luke Skywalker, having sustained damage to his  X-wing  fighter is forced to land on the backwater world of  Beheboth . He wanders into a moisture farm community in the nearby district of  Garrotine . While bartering for food at a local cantina, Luke becomes embroiled in a scuffle with some farmers who mistake him for a brigand. A woman named  Darial Anglethorn  enters and intercepts them. She takes Luke aside and explains that roving bands of brigands have been stealing their precious stores of water. Luke agrees to help Darial out and she hires him as a bodyguard. She drives Luke out to her moisture farm, which is protected by a gigantic fortified wall."
67,The Darker,10/19/1982,"As the  Rebel  leaders discuss a plan to rescue the captured  Han Solo ;  C-3PO ,  Chewbacca ,  Plif , and several other  Hoojibs  venture into the depths of some unexplored tunnels near the hidden Rebel base on  Arbra . They are in search of  R2-D2  who had wandered off to investigate a faint cry for help, but the cry was a ruse to lure the  droid  to the home of the  Darker . The Darker, a creature made up of dark energies of the ancient civilization of  Arbrans , was trapped in an abandoned underground city by a large force field created by the Arbrans. As Threepio and Chewbacca enter the city, they see Artoo has been captured by the dark creature who intends to use the droid's components to develop a mechanism to disable the force field which holds him captive. Chewbacca tries to stop him, but the Darker uses his ability to manipulate emotions to turn the  Wookiee  against the  protocol droid . Threepio is eventually able to free Chewbacca from his possession, and also free R2-D2 from his bonds. He then instructs Chewbacca to capture and hurl the Darker into the force screen realizing this would destroy the creature. Not only is the Darker killed when Chewbacca throws him into the screen, but the cave surrounding the city begins to collapse. The group evacuates the city into a connecting tunnel before it is completely turned to rubble."
68,The Search Begins,11/16/1982,"The  Rebels  continue their search for  Han Solo , having just recently learned that  Boba Fett  was in league with another  bounty hunter  during the  search for the  Millennium Falcon . Having narrowed the search down to three different bounty hunters, the Rebels split up into three teams:  Lando Calrissian  and  Chewbacca  in the  Millennium Falcon ,  Luke Skywalker  and  R2-D2  in his  X-wing , and  Princess   Leia Organa  and  C-3PO  in a  Y-wing . Of the three bounty hunters on their list, the princess is assigned to hunt down  Dengar , last seen on the  planet   Mandalore . Landing just outside the capital city of Kedalbe, Leia and C-3PO make their way on foot before encountering a caravan of individuals. To their surprise, the procession is a group of  slavers , herding a group of enslaved Mandalorians. Before Leia and C-3PO can sneak away, the caravan comes under attack by a group of Mandalorian soldiers led by what looks to be, Boba Fett. During the battle, Leia ends up saving ""Fett"" from a slaver's attack, and is shocked to find herself fighting by the Mandalorian's side. Following the end of the battle, the Mandalorian leader introduces himself to Leia. He is not actually Boba Fett, but another Mandalorian named  Fenn Shysa . Shysa brings Leia and C-3PO back to his  base  and explains to her how he has spent the past few years trying to free his people from the  Galactic Empire's  influence in the aftermath of the  Clone Wars . Shysa then tells Leia of his role in the Clone Wars, claiming that he fought for the Empire, was led into battle by Boba Fett, and even became acquainted with Leia during briefing missions. Shysa finishes his tale by telling Leia that of all the  Mandalorian Protectors , only three survived, his commander, his childhood friend,  Tobbi Dala , and himself."
69,Death in the City of Bone,12/14/1982,"Continuing where the  last issue  left off,  Leia Organa  and  C-3PO  have just been captured by the  Galactic Empire , due to the duplicity of the  bounty hunter ,  Dengar . Leia and C-3PO are escorted to the  City of Bone  in a  transport barge  where they meet with the Imperial Commander, the  Suprema , who assures them that he will soon crush the resistance on  Mandalore  and kill  Fenn Shysa . As Dengar communicates with the Suprema about tracking down Shysa, Princess Leia and C-3PO are led away by  stormtroopers . However, one of the stormtroopers is in fact Fenn Shysa in disguise, and he frees the two Rebels. Shysa explains that after Organa had knocked him unconscious, he had awoken to find the princess being captured by the Imperials. Discovering a perfect way to infiltrate the base, Shysa had knocked out one of the perimeter guards and took his place. Shysa tells the princess that he will help her recapture Dengar if she will help him free his friend,  Tobbi Dala , from his cell in the City of Bone. After Leia agrees, the group make their way to Dala's cell and mount a rescue. With the two Mandalorian friends reunited, the group decides to mount an  attack  on the fortress."
70,The Stenax Shuffle,01/18/1983,"Following the revelation in the  previous issue ,  Lando Calrissian ,  Chewbacca ,  R2-D2 , and  Luke Skywalker  make their way to the  planet   Stenos  in the  Millennium Falcon , hoping to find the  bounty hunter  that worked with  Boba Fett  during the search for the  Millennium Falcon . The group hopes that the search will lead to Fett, who is still in possession of  Han Solo , frozen in  carbonite . Both Calrissian and Chewbacca's search for  Bossk  and Skywalker and Artoo's search for  IG-88B  have led them to the same location. Lando is uneasy about both searches ending up in the same place, and he expects a double-cross. Skywalker jumps on the mention of deception and begins to recount a story about how he and Han had been double-crossed on Stenos right after they joined the  Rebellion ."
71,Return to Stenos,02/15/1983,"Lando Calrissian ,  Luke Skywalker ,  Chewbacca , and  R2-D2  land on the  planet   Stenos  in the  Millennium Falcon , intent on tracking down  IG-88  and  Bossk , who they believe one might have been working with  Boba Fett  during the search for the  Millennium Falcon . They hope that one of the hunters will lead them to Fett, who still has  Han Solo  captive, frozen in  carbonite . As Lando and Luke prepare to enter the capital city, Chewbacca and Artoo stay behind, as droids and Wookiees are uncommon on the planet, and they don't want to draw unwanted attention. The duo decide to start their search in the nearest  bar , but as soon as they settle in, Lando is recognized by  Barpotomous Drebble , a former enemy of Lando's who yells out that he will give 10,000  credits  to the person who captures him. Although Calrissian assumes that no one will take up Drebble's offer, the tavern is soon ablaze with blasterfire, as every patron tries to claim the bounty. As the two Rebels cower behind a table, Skywalker decides to take action, using his  lightsaber  to cut through the support pillar of the cantina, collapsing a good portion of the building. As the duo make their escape, they inadvertently spot Bossk among the crowd and begin to pursue him. However, their chase leads them right back to the front of the bar they had just vacated, and a new group of people, who want to claim Drebble's bounty."
72,Fool's Bounty,03/15/1983,"Following the events of the  previous issue ,  Luke Skywalker  and  Lando Calrissian  are surrounded by a group of  bounty hunters  led by  IG-88  and  Bossk . Before the bounty hunters can capture them,  Rik Duel  and  Dani  jump out from their hiding place behind  Chihdo 's  carbonite  slab, firing their blasters wildly. Using the element of surprise, Luke, Dani, Lando, and Rik are able to fight back the bounty hunters. However, IG-88C is able to signal several other hunters, and they quickly overwhelm the opposition, capturing Lando and Dani. Rik and Luke are able to escape from the assault and begin to plan a rescue. Luke attempts to contact  Chewbacca  and  R2-D2  with his  comlink , but the two have left the  Millennium Falcon  to explore the city. Chewie and R2 begin to search for their friends and come into contact with a local  Stenax . Meanwhile, Lando and Dani are being led to a  carbon-freezing chamber . Lando attempts to bribe the guard who is escorting them, but his attempts are thwarted by  Barpotomous Drebble , who has paid the guards to freeze Calrissian and transport him to his home planet. Dani, distraught over their impending doom, attempts to seduce the guard but is also unsuccessful. However, as the guard pushes her away, she responds with a kick to the face, knocking him unconscious. Drebble notices their escape attempt and orders the hunters to chase them down, and Lando and Dani begin to flee through the city streets. However, the hunters are able to herd the two directly to their carbon-freezing chamber and recapture them."
73,Lahsbane,04/12/1983,"Following  Dani 's joining of the  Rebels  in the  previous issue .  Luke Skywalker ,  Leia Organa ,  Lando Calrissian ,  R2-D2 ,  C-3PO , and Dani have come to  Lahsbane  on a mission to recover the  datatapes  of a crashed Rebel pilot,  Yom Argo . As Luke tries to converse with the native  Lahsbees  using C-3PO to translate, he is thwarted by their less than serious demeanor as well as Dani's amorous advances. The Lahsbee eventually explain that both Argo and a Lahsbee that was helping him were killed in the crash, and the natives had taken the tapes to  the Forbidden City  to honor their fallen comrade. The city is separated from their landing zone by a large canyon, but the Rebels are unable to fly there due to the  Millennium Falcon ' s intake valves becoming clogged by a fine pollen present on the world. R2 begins work on removing the pollen, but it will be a day-long job. Unfortunately, a  shuttle  of  Imperials  were also on the trail of Argo, and had also landed on the world, making the retrieval of the tapes much more urgent. As the  Imperial officer  begins to question the local Lahsbee, Lando and Luke scramble to hide their presence from the Imperials, leaving Leia and Dani feeling useless. The two women begin to insult each other over their apparent lack of importance, eventually challenging each other to retrieve the Argo datatapes to prove their worth. Both agree to set out for the Forbidden City at nightfall."
74,The Iskalon Effect,05/17/1983,"Following their expedition to  Lahsbane  in the  previous issue ,  Luke Skywalker ,  Leia Organa ,  Chewbacca ,  Lando Calrissian ,  C-3PO , and  R2-D2  have been sent to the  planet  of  Iskalon  to track down  Yom Argo 's partner,  Tay Vanis , who has gone missing. Leia is irritated that they have been diverted from their search for  Han Solo , but Luke assures her that  Alliance High Command  have other people continuing the search. As the group descends into the depths of the city of  Pavillion , they meet with  the School 's leader,  Primor , his son,  Mone , and Mone's wife,  Kendle . After questioning the locals about the whereabouts of Tay Vanis, Kendle mentions Vanis' droid,  K-3PX , who apparently contains all the information Vanis had gathered on the Empire's secret plans. The last known whereabouts of the droid was at the  Gamandar Citadel , a huge structure erected by the  Empire  on the planet of  Gamandar . The Rebels decide to split up, with Lando, Chewbacca, C-3PO, and R2-D2 going to Gamandar to search for the droid, while Leia and Luke stay on Iskalon, as they are too likely to be recognized. Mone decides to go with Lando's team, despite the objections of his father and wife."
75,Tidal,06/14/1983,"Following the destruction of the city of  Pavillion  in the  previous issue ,  Leia Organa ,  Luke Skywalker , and  Kendle  are swept out into the oceans of  Iskalon  by the  Iskalon effect . With only one  rebreather , Luke and Leia are forced to share the device as they try to make their way back to the surface. As they spot  Kendle  underwater, the two  Rebels  begin to follow their friend. However, they are cut off by a  Chuhkyvi   warrior  who scares Kendle away and destroys their rebreather. The warrior leads Leia and Luke out of the wreckage to the surface where they spot  Primor , killed during the destruction of  Pavillion . As they grieve over the dead  Inleshat , Kendle arrives to lament the death of her father-in-law. However, the mysterious Chuhkyvi warrior arrives again to chase Kendle away. Before the Chuhkyvi can attack Kendle, Luke grabs the warrior and forces him to explain his actions. The Chuhkyvi, who identifies himself as Kiro, explains that Kendle had betrayed the Rebels' location to the  Empire  causing the Imperials to attack Iskalon and destroy Pavillion. As Kendle is to blame, Kiro is attempting to kill the woman for her treachery. As Luke and Leia ponder her words, Luke realizes that Kendle's betrayal has endangered  Lando Calrissian's  mission to  Gamandar ."
76,Artoo-Detoo to the Rescue,07/19/1983,"On the  bridge  of the  Executor ,  Darth Vader  is in a meeting with his  officers  as he discusses the situation in the  Iskalon system . During a conversation about the search for  Tay Vanis , Vader is interrupted by a  corporal  who informs Vader of message for him from the Gamandar Citadel.  K-3PX , Vader's  spy  on Gamandar, has contacted Vader to inform him of  Admiral   Griggor Tower 's attack on the  planet   Iskalon . The attack had inadvertently endangered Vader's son,  Luke Skywalker , enraging Vader. Meanwhile, Luke and  Leia Organa  are busy on Iskalon, trying to take care of the dead and wounded in the aftermath of the  Iskalon effect .  Kiro , a  Chuhkyvi  warrior helps the two  Rebels  by defending them from the feral  Chiaki . As the group lament the destruction, the traitor  Kendle  appears. With  Primor  dead and his son Mone missing, Kendle has placed herself at the head of  the School , declaring the Rebels and Kiro to be responsible for the destruction, and the  Iskalonians  attack."
77,Chanteuse of the Stars...,08/16/1983,"Following their mission to  Iskalon  in the  previous issue ,  Lando Calrissian ,  Leia Organa ,  Luke Skywalker ,  Chewbacca ,  C-3PO , and  R2-D2  return to  Haven Base  on  Arbra  and report the destruction on Iskalon, as well as their failure to locate  Tay Vanis . The  presiding Rebel General  thanks the team for trying their best, but relates that he has new information on the search. Although both  Yom Argo  and Tay Vanis had recovered information on the  Empire's  new  secret weapon , another rebel had apparently recovered the same information. However, the information suggests that this rebel is none other than  Han Solo . Leia steps up to tell the General that it couldn't possibly have been Solo, since he had been frozen in  carbonite  well before  Tay Vanis ' disappearance. However, the General claims that the Empire, the people who had arranged Solo's imprisonment, are the ones who had let slip the information. The General proposes that the group split up into two teams: one to track Han Solo and the mysterious story, and another to follow new information about Tay Vanis. Lando, Chewbacca, and the two droids decide to follow the trail for Solo, while Luke and Leia are sent to  Kabray Station  to follow a lead about Vanis. In order to infiltrate the diplomatic summit there, the  Hoojib   Plif  is sent with them, to pose as the diplomat for the  planet  Arbra, with Luke and Leia as his aides. As Lando and his team decide not to use the  Millennium Falcon  for their mission, Luke and Leia use the  Falcon  to dock with Kabray Station and enter the diplomatic meeting along with Plif and a group of Hoojibs."
78,Hoth Stuff!,09/13/1983,"Some time after the  Battle of Hoth ,  Luke Skywalker ,  Princess   Leia , and  Lieutenant   Barlon Hightower  leave  Arbra  to investigate a crippled freighter which appears to have come from  Hoth . Luke believes that  Wedge Antilles , here described as an old friend who grew up with him on  Tatooine , is aboard. When they come aboard, the ship appears to be abandoned, but the ship's log contains a recording of Wedge's voice. The recording tells the story of how Wedge and fellow pilot  Wes Janson  survived the  Battle of Hoth ."
79,The Big Con,10/18/1983,"After being sent on a search for  Han Solo  in  a previous issue ,  Lando Calrissian  and  Chewbacca  travel to the  planet   Arcan IV  to interview some old contemporaries of Solo's,  Lemo and Sanda's gang . In order to not rouse their suspicions, the two travel to the world in Lando's ship, the  Cobra  instead of the  Millennium Falcon . Lando and Chewbacca both wear a disguise to enter  Lemo and Sanda's den , and Calrissian identifies himself as  Captain   Drebble , claiming that he is searching for Solo. In order to convince the gang to help the Rebels search for Solo, Lando claims that Han was secretly a very talented treasure hunter, citing his  discovery  of the lost idol  Vol  as proof. Calrissian is aware that the gang is searching for two valuable relics, the  Dancing Goddess  and the  Minstrel , and he hints that Solo will be able to help them find the two artifacts. In reality, Calrissian is just searching for any information that the gang might have on Solo's whereabouts."
80,Ellie,11/15/1983,"The search for  Tay Vanis  continues. On an  unidentified planet  that has been depopulated by the  Empire ,  Luke Skywalker ,  Leia Organa , and  C-3PO  have landed on the world in the  Millennium Falcon  posing as  moisture processor  traders. The last message from Vanis had led them directly to the dead world, but their search had gone cold. The  Rebels  decide to ask the  hangar bay   manifest droid ,  LE-914  to search for Tay Vanis in her database. However, the search triggers an alarm in the  computer , sending a detachment of  stormtroopers  to capture the Rebels. During a firefight, LE-914 is able to save C-3PO from being destroyed by stepping in front of a blaster shot, absorbing the energy from the blaster bolt. Skywalker and Organa are able to fight off the Imperial troopers, and the group escapes with ""Ellie"" back to the  Millennium Falcon . LE-914 tells the Rebels Vanis' last location, at a  castle  on the planet. However, on their way, they spy Vanis' crashed  X-wing starfighter . Skywalker searches the wreckage and finds a  holographic recording  from Vanis. The Rebel pilot begins to tell his story of how he was fleeing from  Darth Vader  and had left the  datatapes  regarding the Empire's  secret weapon  with his droid, LE-914. Vanis states that the droid had been ordered to destroy the datatapes if no Rebels had found them in two days."
81,Jawas of Doom,12/13/1983,"Just after the  Battle of Endor ,  Han Solo  finds himself short of ready  credits . Unfortunately, his credit isn't very good among his fellow  Rebels . When  Leia  suggests that either the  House of Alderaan  (of which she's a member) could loan him credits or the  Rebel Alliance  could give him an advance, Han storms off because he says he was on his own long before he joined the Alliance. He returns to the  Millennium Falcon  for the first time since the battle and breaks down."
82,Diplomacy,01/17/1984,"Shortly after the  Battle of Endor ,  Luke Skywalker  is on the  forest moon of Endor  training with the local  Ewoks , including  Wicket W. Warrick . The Ewoks attack Skywalker with  spears  and rocks, and the young  Jedi Knight  is able to fend off their attacks, finishing by levitating Wicket into the air. Following his training session, Skywalker is approached by  Lando Calrissian ,  Chewbacca ,  C-3PO , and  Admiral   Ackbar . Ackbar tells Skywalker about the  Rebellion's  plan to set up a new government. He tasks the Jedi Knight with visiting several worlds to ask their leaders if they would attend and participate in a planetary council. The  Hoojib   Plif  decides to go along on Skywalker's mission, and the two depart Endor in his  X-wing starfighter ."
83,Sweetheart Contract,02/14/1984,"Lando Calrissian has come to the planet  Drogheda , under the summons of  Queen   Sarna , an old flame. Upon arriving, Calrissian and his contact, the Queen's sister  Danu , are attacked by men in  sky-sleds . As the two flee their attackers, they are rescued by the head of the  Drogheda Royal Guard ,  Harlech , and brought back to the  Drogheda Citadel  to meet with the Queen. Queen Sarna claims that the men who attacked Calrissian were part of the  Drogheda Revolutionaries , a hostile group that is attempting to depose the Queen."
84,Seoul Searching,06/01/1984,"Han Solo has been asked to invite planetary leaders to a  Galactic Congress . After delivering an invite to the people of  Zhotta 3 , Solo and his  Wookiee  co-pilot make their way to a low-life  cantina  on a backwater world to relax. Solo's card-playing abilities eventually sees him taking the money from every  gambler  in the house. However,  one gambler  decides to make one final bet for more interesting stakes. He decides to wager a  crystal  which he found in the  Seoul system , as well as a  holomap  to the system, against Solo's ship, the  Millennium Falcon . Solo is skeptical of the man's story, as the popular tale is that  Seoul 5  was destroyed in a  cosmic war  eons ago, and the only  Seoularian  presence is in old abandoned outposts."
85,The Hero,04/17/1984,"Inside a  tavern  on  Keyorin ,  Barpotomous Drebble  is speaking with his associates,  Bossk ,  IG-88A , and two  Stenaxes . In an extended rant, Drebble vows revenge against Lando Calrissian for cheating him years earlier."
86,The Alderaan Factor,05/15/1984,"Some time before the  Battle of Endor ,  Leia Organa  is running through a  Rebel   cruiser  with  Luke Skywalker  at her heels. Leia is about to depart on a mission to the  planet   Yinchorr , and Skywalker tries to convince her to let him go with her. However, in an attempt to earn the  Yinchorri 's trust, she has agreed to not bring any Rebel soldiers with her. Skywalker is still worried for her, since there is  Imperial  activity in that  sector , and he gives her an  emergency beacon  to signal him in case she runs into trouble. A  Yinchorri shuttle  arrives to take Leia to the desert world, but on the way there, the  Yinchorri commander  reveals that she is actually going to be used as a hostage to trade to the Empire for the safety of the Yinchorri  Elder Council , whom Imperial  Governor   Marcellin Wessel  has captured. However, on the way to turn over the  Princess , their  TIE fighter  escort begins to fire on them, as Wessel is content to just kill the Rebel leader. As the  Yinchorri  panic, Leia springs into action, takes control of the blaster cannon, and fires back. The  Yinchorri pilot  is able to outfly the TIEs, and Leia shoots down one of the  starfighters . However, right as Leia shoots down the second starfighter, their ship is hit by the Imperial craft's weapons, and both ships crash land in the desert below. Immediately before the crash, Leia is able to activate her emergency beacon. Back with the  Alliance Fleet , Luke,  Chewbacca , and  Lando Calrissian  receive the signal and leave immediately in the  Millennium Falcon  to rescue her. Back on Yinchorr, a  stormtrooper  reports to Wessel, telling him that Princess Leia's ship was shot down but that both TIE fighters were destroyed as well. Wessel, wanting to confirm Leia's death, organizes a party to track down the crashed shuttle."
87,Still Active After All These Years,06/12/1984,"After  meeting  on the  planet   Iskalon ,  Luke Skywalker ,  Plif ,  Dani ,  Chihdo ,  Rik Duel , and  Kiro  make their way to the next planet on Luke's list, the  Core World  of  Shawken . Luke is interested in meeting with the planetary leaders to invite them to attend a planetary council concerned with the establishment of a new government. As Luke lands his  X-wing  and Rik lands the  Moonshadow , Skywalker warns the group that they are there as official representatives of the  Alliance  and that they should be on their best behavior. Although Rik and his band agree to act appropriately, Luke detects their insincerity, but before he can speak with them further, they are greeted by Shawken's welcoming committee, led by  Santor . Luke questions the planetary representative, curious as to why there is almost no sign of the  Empire  on the world, especially since it was purported to be one of the Empire's strongest sites. Santor explains that word of the Alliance's victory at the  Battle of Endor  had reached the world, and that the Imperials, having heard rumors that the Rebellion was headed to Shawken, had immediately evacuated. Santor invites the delegation back to his home, but Rik and his gang are less enthused about further diplomatic talk. Wishing to accommodate his guests, Santor tells Rik and his gang that they are welcome to explore the nearby catacombs, the site of recent excavation by the Empire. Rik agrees, and the two groups split up."
88,Figurehead,07/17/1984,"Mon Mothma ,  Leia Organa , and a delegation of the new  Alliance of Free Planets  have come to the  planet   Herdessa  to meet with the powerful  Herdessan Guild . The planet has had recent financial success, and the Alliance has come to negotiate a possible political membership. However, during the introductions,  Princess  Leia is greeted with a chorus of boos. While puzzling over the less than friendly welcome, Leia is hit full in the face by a clump of mud. The Herdessan Guild tries to downplay the incident, claiming that the culprits are simply malcontent rabble, and that the planet's  security force  will apprehend them. The head of the security forces, the  cyborg   Lumiya  leads her forces in the pursuit, while the delegation makes their way to more comfortable surroundings for the negotiations. After a long meal, the Herdessan Guild members,  Brylin ,  Tof , and  Gaza , begin to attract suspicion from the Alliance members. They refuse to let the planet's citizens have a say in the diplomatic meeting, and the negotiations fail to materialize, as the Guild suggests that the Alliance simply spend the day relaxing and enjoying the pleasure of the planet."
89,I'll See You in the Throne Room!,08/14/1984,"Following the  Battle of Endor , many worlds have been enveloped in revolution as the  Empire  struggles to keep control over  the galaxy  despite the  deaths  of both the  Emperor  and  Darth Vader . On  Solay , a  planet  of ten suns, freedom fighters have risen up to  overthrow  the Empire-backed  Solay Royal Court ."
